label,value
The Children's Book of Birds,41141
Book-Plates,41142
Boone's Wilderness Road,41143
The Fishguard Invasion by the French in 1797,41144
"An account of the Death of Philip Jolin
who was executed for the murder of his father, in the Island of Jersey, October 3, 1829",41145
"Club Life of London, Vol. 1 (of 2)
With Anecdotes of the Clubs, Coffee-Houses and Taverns of the Metropolis During the 17th, 18th, and 19th Centuries",41146
"Lancashire Folk-lore
Illustrative of the Superstitious Beliefs and Practices, Local Customs and Usages of the People of the County Palatine",41148
The Soul of Golf,41149
Italy; with sketches of Spain and Portugal,41150
The Mystery of the Hidden Room,41151
Braddock's Road and Three Relative Papers,41152
The Spell of Switzerland,41153
The Walking Delegate,41154
"Encyclopaedia Britannica, 11th Edition, ""Japan"" (part) to ""Jeveros""
Volume 15, Slice 3",41156
Golden Alaska: A Complete Account to Date of the Yukon Valley,41158
The Red Battle Flyer,41159
"The Romance of Modern Invention
Containing Interesting Descriptions in Non-technical Language of Wireless Telegraphy, Liquid Air, Modern Artillery, Submarines, Dirigible Torpedoes, Solar Motors, Airships, &c. &c.",41160
Personae,41162
"Master Wace, His Chronicle of the Norman Conquest From the Roman De Rou",41163
"Homes and Haunts of the Most Eminent British Poets, Vol. 1 (of 2)",41164
The Isles of Scilly: Their Story Their Folk & Their Flowers,41165
Trails and Tramps in Alaska and Newfoundland,41166
Military Roads of the Mississippi Basin,41167
The Siege of Norwich Castle: A story of the last struggle against the Conqueror,41168
"Sharps and Flats
A Complete Revelation of the Secrets of Cheating at Games of Chance and Skill",41169
Great Ghost Stories,41170
"Notes and Queries, Vol. V, Number 128, April 10, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",41171
The White Scalper: A Story of the Texan War,41172
"Address to the Non-Slaveholders of the South
on the Social and Political Evils of Slavery",41173
The Wave of Scepticism and the Rock of Truth,41174
Woodland Gleanings: Being an Account of British Forest-Trees,41175
The Great Airship: A Tale of Adventure.,41176
John Ermine of the Yellowstone,41177
"""I Believe"" and other essays",41178
Portage Paths: The Keys of the Continent,41179
To Him That Hath,41180
"The Great Strike on the ""Q""",41181
Mrs. Maxon Protests,41182
The Arab's Pledge: A Tale of Marocco in 1830,41183
Whither Thou Goest,41184
The Voice from the Void: The Great Wireless Mystery,41185
Sant of the Secret Service: Some Revelations of Spies and Spying,41186
This House to Let,41187
"Narcissa, or the Road to Rome; In Verona",41188
A Book o' Nine Tales.,41189
Chronicles of Dustypore: A Tale of Modern Anglo-Indian Society,41190
Jenifer's Prayer,41191
Animal Proteins,41192
"The Speeches (In Full) of the Rt. Hon. W. E. Gladstone, M.P., and William O'Brien, M.P., on Home Rule, Delivered in Parliament, Feb. 16 and 17, 1888.",41194
"Historical Description of Westminster Abbey, Its Monuments and Curiosities",41195
Self-control: A Novel,41196
The Great God Gold,41199
"The Voyages of Pedro Fernandez de Quiros, 1595 to 1606. Volume 1",41200
"The Diary of a Superfluous Man, and Other Stories",41201
The Two Great Republics: Rome and the United States,41202
"Six Discourses on the Miracles of Our Saviour, and Defences of His Discourses",41203
"Tales from ""Blackwood,"" Volume 6",41204
"Notes and Queries, Vol. V, Number 129, April 17, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",41205
Batting to Win: A Story of College Baseball,41206
The Life of Mazzini,41207
Venice and Its Story,41209
"The life of Isambard Kingdom Brunel, Civil Engineer",41210
"The Eve of All-Hallows; Or, Adelaide of Tyrconnel, v. 1 of 3",41212
"The Secrets of a Kuttite
An Authentic Story of Kut, Adventures in Captivity and Stamboul Intrigue",41213
"Totem and Taboo
Resemblances Between the Psychic Lives of Savages and Neurotics",41214
Selected Poems of Francis Thompson,41215
Sonnets of a Budding Bard,41216
"English-French and French-English dictionary of the motor car, cycle, and boat",41217
The Diary of John Evelyn (Volume 1 of 2),41218
Stories of Useful Inventions,41219
"Military Career of Napoleon the Great
An Account of the Remarkable Campaigns of the ""Man of Destiny""; Authentic Anecdotes of the Battlefield as Told by the Famous Marshals and Generals of the First Empire",41220
"The Pre-Columbian Discovery of America by the Northmen
Illustrated by Translations from Icelandic Sagas",41221
Captain Paul,41222
"Punch, or the London Charivari
Volume 107, December 1, 1894",41223
"The Sicilian Bandit
From the Volume ""Captain Paul""",41224
The Bashful Lover (Novels of Paul de Kock Volume XIX),41225
"Gairloch in North-West Ross-Shire
Its Records, Traditions, Inhabitants, and Natural History, with a Guide to Gairloch and Loch Maree, and a Map and Illustrations",41227
"Guy Deverell, v. 1 of 2",41228
"Guy Deverell, v. 2 of 2",41229
Ballads of Books,41230
The Life and Beauties of Fanny Fern,41231
Hungry Hearts,41232
"Over the Ocean; or, Sights and Scenes in Foreign Lands",41233
Scrambles Amongst the Alps in the Years 1860-69,41234
The Sunset Trail,41235
The Little Washington's Relatives,41236
In Search of a Siberian Klondike,41237
"The Progress of the Marbling Art, from Technical Scientific Principles
With a Supplement on the Decoration of Book Edges",41241
The Americans,41242
Brooks's Readers: First Year,41243
"With the Battle Fleet
Cruise of the Sixteen Battleships of the United States Atlantic Fleet from Hampton Roads to the Golden Gate, December, 1907-May, 1908",41244
"A Guide to the Virginia Springs
Giving, in addition to the routes and distances, a description of the springs and also of the natural curiosities of the state",41245
"A Journey to Crete, Costantinople, Naples and Florence: Three Months Abroad",41246
Ten Thousand a-Year. Volume 3.,41247
With the Zionists in Gallipoli,41248
"Among the Humorists and After Dinner Speakers, Vol. 1
A New Collection of Humorous Stories and Anecdotes",41249
Mearing Stones: Leaves from My Note-Book on Tramp in Donegal,41250
The Assault: Germany Before the Outbreak and England in War-Time,41252
"History of the Reformation of the Sixteenth Century, Volume 3",41253
"Notes and Queries, Vol. V, Number 130, April 24, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",41254
Memoirs of Emma Courtney,41256
"Memoirs of the Life and Labours of the Rev. Samuel Marsden, of Paramatta, Senior Chaplain of New South Wales; and of His Early Connexion with the Missions to New Zealand and Tahiti",41258
Dan Carter and the Haunted Castle,41259
Dan Carter-- Cub Scout,41260
Dan Carter and the Money Box,41261
"Dan Carter, Cub Scout, and the River Camp",41262
The Mediterranean: Its Storied Cities and Venerable Ruins,41263
"Encyclopaedia Britannica, 11th Edition, ""Jacobites"" to ""Japan"" (part)
Volume 15, Slice 2",41264
The Ocean Wireless Boys and the Lost Liner,41265
The American Revolution,41266
"The History of Cuba, vol. 5",41267
Manual Training Toys for the Boy's Workshop,41268
Sheilah McLeod: A Heroine of the Back Blocks,41269
"The Australian Explorers: Their Labours, Perils, and Achievements
Being a Narrative of Discovery from the Landing of Captain Cook to the Centennial Year",41270
"History of the Johnstown Flood
Including all the Fearful Record; the Breaking of the South Fork Dam; the Sweeping Out of the Conemaugh Valley; the Over-Throw of Johnstown; the Massing of the Wreck at the Railroad Bridge; Escapes, Rescues, Searches for Survivors and the Dead; Relief Organizations, Stupendous Charities, etc., etc., With Full Accounts also of the Destruction on the Susquehanna and Juniata Rivers, and the Bald Eagle Creek.",41271
"""Speaking of Prussians--""",41272
The Story of Tonty,41273
A New Catalogue of Vulgar Errors,41274
Miles Tremenhere: A Novel. Vol. 1 of 2,41275
Miles Tremenhere: A Novel. Vol. 2 of 2,41276
"Pastoral Days; or, Memories of a New England Year",41278
"The Butterfly Book
A Popular Guide to a Knowledge of the Butterflies of North America",41279
Christianity and Modern Thought,41280
"The Strange Adventures of Andrew Battell, of Leigh, in Angola and the Adjoining Regions",41282
The Heroes of Asgard: Tales from Scandinavian Mythology,41283
The Arm-Chair at the Inn,41284
Why we should read--,41285
Miss Marjoribanks,41286
Beginners' Book in Language. A Book for the Third Grade,41288
The Magazine Style-Code,41289
Arbuthnotiana: The Story of the St. Alb-ns Ghost (1712) A Catalogue of Dr. Arbuthnot's Library (1779),41290
New Homes for Old,41291
"Every Man His Own Doctor
The Cold Water, Tepid Water, and Friction-Cure, as Applicable to Every Disease to Which the Human Frame Is Subject, and Also to the Cure of Disease in Horses and Cattle",41292
"Notes and Queries, Vol. V, Number 131, May 1, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",41295
Rose à Charlitte,41296
Local Color,41297
"The Flower Girl of The Château d'Eau, v.1 (Novels of Paul de Kock Volume XV)",41299
"Daniel Webster for Young Americans
Comprising the greatest speeches of the defender of the Constitution",41300
The Letters of Her Mother to Elizabeth,41302
"A Ladder of Swords: A Tale of Love, Laughter and Tears",41303
The Mother of Parliaments,41304
The Soul of a Nation,41308
"Love Letters of Nathaniel Hawthorne, Volume 1 (of 2)",41309
"Selections from the Prose Writings of John Henry Cardinal Newman
For the Use of Schools",41310
Five Plays,41311
My Danish Sweetheart: A Novel. Volume 1 of 3,41313
My Danish Sweetheart: A Novel. Volume 2 of 3,41314
My Danish Sweetheart: A Novel. Volume 3 of 3,41315
"The Exiles of Florida
or, The crimes committed by our government against the Maroons, who fled from South Carolina and other slave states, seeking protection under Spanish laws.",41316
The Bunsby Papers (second series): Irish Echoes,41317
The Inner Consciousness: How to Awaken and Direct It,41319
Japanese Swords,41321
The Mosstrooper: A Legend of the Scottish Border,41323
Over the Seas for Uncle Sam,41324
The Girls of St. Wode's,41326
"New Subspecies of the Rodent Baiomys from Central America
University of Kansas Publications, Museum of Natural History",41327
May Iverson's Career,41328
Mrs. Dorriman: A Novel. Volume 1 of 3,41329
Mrs. Dorriman: A Novel. Volume 2 of 3,41330
Mrs. Dorriman: A Novel. Volume 3 of 3,41331
Ten Thousand a-Year. Volume 2.,41332
The Awakening of the Desert,41333
"My Experiences in a Lunatic Asylum
By a Sane Patient",41334
"Automatic Pistol Shooting
Together with Information on Handling the Duelling Pistol and Revolver",41335
The Memoirs of an American Citizen,41338
Mount Royal: A Novel. Volume 1 of 3,41339
Mount Royal: A Novel. Volume 2 of 3,41340
Mount Royal: A Novel. Volume 3 of 3,41341
"Encyclopaedia Britannica, 11th Edition, ""Italy"" to ""Jacobite Church""
Volume 15, Slice 1",41343
"Wisconsin in Story and Song;
Selections from the Prose and Poetry of Badger State Writers",41344
Windsor Castle,41345
Bellini,41346
The Great Civil War in Lancashire  (1642-1651),41347
Boys and Girls of Colonial Days,41348
Historic Towns of the Western States,41349
"Stories from the Faerie Queen, Told to the Children",41350
Practical Exercises in Elementary Meteorology,41351
The Art of Cookery Made Easy and Refined,41352
The Incredible Honeymoon,41354
Miss Ravenel's conversion from secession to loyalty,41355
Letty and the Twins,41356
"The Works of Francis Maitland Balfour, Volume 1 (of 4)
Separate Memoirs",41357
"Practical Mind-Reading
A Course of Lessons on Thought-Transference, Telepathy, Mental-Currents, Mental Rapport, &c.",41358
The Golden Bough: A Study in Comparative Religion (Vol. 2 of 2),41359
The Elementary Forms of the Religious Life,41360
The King of Gee-Whiz,41361
"The Gospel of St. John: A Series of Discourses.
New Edition",41362
"The Colonial Cavalier; or, Southern Life before the Revolution",41365
The Flying Boat: A Story of Adventure and Misadventure,41366
"Love Letters of Nathaniel Hawthorne, Volume 2 (of 2)",41368
"In Honour Bound: An Original Play, in One Act.
(Suggested by Scribe's Five Act Comedy, ""Une Chaine."")",41369
Stained Glass of the Middle Ages in England and France,41370
"Willis's Current Notes, No. 14, February 1852",41372
"Secret History of the English Occupation of Egypt
Being a Personal Narrative of Events",41373
Mohawks: A Novel. Volume 1 of 3,41374
Mohawks: A Novel. Volume 2 of 3,41375
Mohawks: A Novel. Volume 3 of 3,41376
Coleridge,41378
"The History of Burke and Hare, and of the Resurrectionist Times
A Fragment from the Criminal Annals of Scotland",41380
Bible Emblems,41381
"Punch and Judy, with Instructions How to Manage the Little Wooden Actors
Containing New and Easy Dialogues Arranged for the Use of Beginners, Desirous to Learn How to Work the Puppets. For Sunday Schools, Private Parties, Festivals and Parlor Entertainments.",41383
Human Nature and Conduct: An introduction to social psychology,41386
"Lippincott's Magazine of Popular Literature and Science, Vol. 20, No. 33, November 1877",41387
The Modern American Pistol and Revolver,41388
Constantinople: The Story of the Old Capital of the Empire,41391
"History of the Early Settlement of the Juniata Valley
Embracing an Account of the Early Pioneers, and the Trials and Privations Incident to the Settlement of the Valley, Predatory Incursions, Massacres, and Abductions by the Indians During the French and Indian Wars, and the War of the Revolution, &c.",41392
The Confessions of a Collector,41393
Michigan Trees: A Handbook of the Native and Most Important Introduced Species,41394
"Elementary Zoology, Second Edition",41395
The Boys of 1812 and Other Naval Heroes,41396
"Uncle Walt [Walt Mason], the Poet Philosopher",41397
"Generals of the British Army
Portraits in Colour with Introductory and Biographical Notes",41398
"Admirals of the British Navy
Portraits in Colours with Introductory and Biographical Notes",41399
